ticket_id,user_id,plan_type,is_churned,channel,status,sentiment,primary_label,secondary_label,tertiary_label,ticket_body,created_at
TKT-042EA2A1,USR-00182,Basic,False,Phone,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,GMB Sync,My ranking on Google dropped significantly this month. What happened?,2026-02-10
TKT-4D88648D,USR-00030,Standard,False,Email,In Progress,Frustrated,Billing,Invoice Question,Annual Billing,There's an unexpected charge on my account from last week.,2025-09-10
TKT-E89E2153,USR-00062,Standard,False,Phone,Resolved,Frustrated,Billing,Duplicate Charge,Payment Method Update,Can you send me an invoice for my records? I can't find it in the portal.,2026-01-26
TKT-D25B68B3,USR-00068,Standard,False,Phone,Resolved,Frustrated,Account Access,Account Locked,Billing Hold,My account got locked and I don't know why.,2025-11-13
TKT-8B6E6DC4,USR-00122,Standard,True,Chat,Resolved,Neutral,Product / Feature,Performance Issue,Slow Load Time,I'm not receiving any notifications when new orders come in.,2025-12-05
TKT-E36FEC67,USR-00010,Basic,False,Chat,In Progress,Positive,Product / Feature,Feature Not Working,Dashboard,My Square integration stopped syncing orders since the update.,2025-11-13
TKT-01CD5064,USR-00062,Standard,False,Email,Resolved,Neutral,Product / Feature,Performance Issue,Slow Load Time,I've been asking for multi-location support for months. Any update?,2025-12-15
TKT-5FFC863B,USR-00018,Basic,False,Email,Resolved,Frustrated,Marketing / SEO,SEO Performance,Ranking Drop,My website hasn't updated since I made changes two days ago.,2026-01-31
TKT-81E386A1,USR-00101,Standard,False,Chat,In Progress,Angry,Account Access,Account Setup,New User Invite,I'm getting an error when trying to add a new team member.,2025-12-27
TKT-7A9ADD73,USR-00074,Standard,False,Chat,Resolved,Neutral,Marketing / SEO,Google Listing Issue,Hours Not Updating,My business hours on Google are still showing the old times.,2026-01-31
TKT-8670E12C,USR-00006,Standard,False,Chat,Resolved,Angry,Account Access,Permissions Error,Read-Only Mode,I can't log in. It says my password is wrong but I just reset it.,2025-10-31
TKT-224C2A1B,USR-00175,Basic,False,Email,Open,Neutral,Onboarding,Go-Live Issue,Ordering Not Active,I need help getting my custom domain pointed to my Owner site.,2026-01-08
TKT-9F387595,USR-00009,Standard,False,Email,Resolved,Angry,Online Ordering,Order Not Received,Notification Failure,I updated my menu yesterday but the changes aren't showing up on my site.,2025-10-20
TKT-8FAA6F55,USR-00153,Standard,True,Phone,In Progress,Neutral,Account Access,Permissions Error,Staff Access,The two-factor authentication code isn't being sent to my phone.,2025-10-21
TKT-36453D7D,USR-00084,Premium,True,Email,In Progress,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,My business hours on Google are still showing the old times.,2025-10-10
TKT-A86FCBD0,USR-00144,Basic,False,Email,Escalated,Frustrated,Account Access,Account Setup,New User Invite,I'm getting an error when trying to add a new team member.,2025-09-23
TKT-06F3F539,USR-00093,Premium,True,Phone,Resolved,Angry,Account Access,Account Setup,Timezone Setting,The two-factor authentication code isn't being sent to my phone.,2026-02-28
TKT-8819493A,USR-00113,Basic,False,Phone,Escalated,Frustrated,Online Ordering,Menu Not Updating,Item Availability,The checkout page keeps throwing an error on mobile devices.,2026-02-16
TKT-0F1AF032,USR-00158,Premium,False,Chat,Resolved,Frustrated,Marketing / SEO,Campaign Not Running,SMS Campaign,My ranking on Google dropped significantly this month. What happened?,2026-01-29
TKT-DE790E59,USR-00028,Premium,False,Email,In Progress,Frustrated,Product / Feature,Integration Issue,POS Integration,I'm not receiving any notifications when new orders come in.,2025-10-16
TKT-CCF6C9A6,USR-00042,Basic,True,Chat,Escalated,Angry,Account Access,Account Locked,Too Many Attempts,My account got locked and I don't know why.,2025-12-24
TKT-45A6701F,USR-00088,Premium,False,Email,Escalated,Frustrated,Billing,Failed Payment,Credit Card Expired,There's an unexpected charge on my account from last week.,2025-09-15
TKT-0D8F4B80,USR-00046,Premium,False,Chat,In Progress,Angry,Onboarding,Integration Help,Toast Integration,My site still isn't published after completing setup. What's missing?,2025-11-13
TKT-3D0E7500,USR-00022,Standard,True,Phone,Resolved,Positive,Onboarding,Go-Live Issue,Ordering Not Active,I need help getting my custom domain pointed to my Owner site.,2026-01-06
TKT-9A4C0BFD,USR-00044,Premium,True,Chat,Resolved,Neutral,Marketing / SEO,Website Not Updating,Content Change,My Google listing is showing the wrong address. I need this fixed ASAP.,2026-01-08
TKT-718E8092,USR-00111,Basic,False,Email,Resolved,Angry,Account Access,Permissions Error,Admin Role,I'm getting an error when trying to add a new team member.,2026-02-14
TKT-F4F97881,USR-00174,Basic,True,Phone,Escalated,Neutral,Marketing / SEO,Google Listing Issue,Address Incorrect,My Google listing is showing the wrong address. I need this fixed ASAP.,2026-01-18
TKT-D60B9182,USR-00160,Standard,False,Phone,Resolved,Neutral,Product / Feature,Feature Request,API Access,"Everything is really slow today, pages take forever to load.",2025-11-28
TKT-4E9EE830,USR-00084,Premium,True,Chat,In Progress,Angry,Onboarding,Integration Help,Toast Integration,I need help getting my custom domain pointed to my Owner site.,2026-03-06
TKT-FB377552,USR-00120,Premium,False,Chat,Resolved,Angry,Account Access,Login Issue,Password Reset,The two-factor authentication code isn't being sent to my phone.,2025-11-19
TKT-BFCCA56C,USR-00199,Standard,False,Email,Resolved,Frustrated,Account Access,Login Issue,2FA Problem,I can't log in. It says my password is wrong but I just reset it.,2026-01-06
TKT-243B71FD,USR-00080,Basic,False,Email,Resolved,Frustrated,Billing,Invoice Question,Monthly Summary,Can you send me an invoice for my records? I can't find it in the portal.,2025-09-25
TKT-7045EE89,USR-00086,Premium,False,Phone,Resolved,Positive,Online Ordering,Page Not Loading,Mobile Browser,I updated my menu yesterday but the changes aren't showing up on my site.,2026-02-22
TKT-85FBCB04,USR-00094,Basic,False,Phone,Resolved,Frustrated,Marketing / SEO,SEO Performance,Review Response,The email campaign I scheduled yesterday never went out.,2025-11-08
TKT-543CC1F6,USR-00003,Premium,False,Email,Resolved,Frustrated,Online Ordering,Order Not Received,POS Sync,"My online ordering page is completely broken, customers can't place orders.",2026-01-06
TKT-4808A573,USR-00019,Basic,True,Phone,Resolved,Frustrated,Onboarding,Training Request,Reporting Tutorial,Can someone walk me through how to set up my first email campaign?,2025-10-20
TKT-F90EFA02,USR-00045,Basic,True,Phone,Open,Neutral,Account Access,Login Issue,Password Reset,The two-factor authentication code isn't being sent to my phone.,2025-09-22
TKT-4932D027,USR-00025,Basic,False,Email,Open,Neutral,Onboarding,Go-Live Issue,Listing Not Live,My site still isn't published after completing setup. What's missing?,2026-01-12
TKT-155327F0,USR-00145,Premium,False,Chat,Resolved,Positive,Billing,Duplicate Charge,Promo Code Applied,My payment failed again even though I updated my card.,2025-12-25
TKT-2D298E2E,USR-00137,Basic,True,Chat,Resolved,Frustrated,Account Access,Account Locked,Suspicious Activity,My staff member can't access the dashboard even though I invited them.,2026-01-20
TKT-2E28C32E,USR-00019,Basic,True,Email,Resolved,Neutral,Account Access,Account Setup,Timezone Setting,My staff member can't access the dashboard even though I invited them.,2026-01-08
TKT-C41AE1F8,USR-00198,Standard,True,Email,Resolved,Angry,Billing,Invoice Question,Monthly Summary,Can you send me an invoice for my records? I can't find it in the portal.,2026-01-17
TKT-FB750817,USR-00070,Premium,False,Email,Resolved,Positive,Onboarding,Go-Live Issue,Ordering Not Active,Can someone walk me through how to set up my first email campaign?,2026-01-01
TKT-A13AB6F0,USR-00199,Standard,False,Chat,Resolved,Angry,Marketing / SEO,Google Listing Issue,Hours Not Updating,My business hours on Google are still showing the old times.,2025-11-14
TKT-15BACD1F,USR-00082,Basic,False,Email,Escalated,Frustrated,Account Access,Permissions Error,Read-Only Mode,I'm getting an error when trying to add a new team member.,2025-09-26
TKT-378500F6,USR-00045,Basic,True,Chat,Resolved,Neutral,Account Access,Account Locked,Suspicious Activity,I can't log in. It says my password is wrong but I just reset it.,2025-11-20
TKT-3B9D1756,USR-00046,Premium,False,Chat,Resolved,Neutral,Product / Feature,Integration Issue,Third-Party App,The reporting dashboard isn't loading for me at all.,2025-12-04
TKT-B5AC7057,USR-00033,Basic,True,Email,In Progress,Frustrated,Marketing / SEO,Campaign Not Running,SMS Campaign,My ranking on Google dropped significantly this month. What happened?,2025-09-13
TKT-1BA9E07F,USR-00034,Standard,False,Chat,Open,Angry,Marketing / SEO,Website Not Updating,Image Upload,The email campaign I scheduled yesterday never went out.,2025-09-29
TKT-6B1A3404,USR-00052,Standard,True,Chat,Resolved,Neutral,Billing,Duplicate Charge,Promo Code Applied,There's an unexpected charge on my account from last week.,2025-09-25
TKT-E2968D8D,USR-00036,Basic,False,Chat,Resolved,Angry,Marketing / SEO,SEO Performance,Keyword Targeting,My business hours on Google are still showing the old times.,2025-11-15
TKT-5305F979,USR-00097,Basic,False,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Setup Incomplete,I updated my menu yesterday but the changes aren't showing up on my site.,2025-09-25
TKT-31E8A858,USR-00114,Premium,True,Email,Escalated,Neutral,Product / Feature,Feature Not Working,Notifications,My Square integration stopped syncing orders since the update.,2025-12-29
TKT-66F648E8,USR-00149,Basic,False,Phone,Resolved,Angry,Account Access,Account Locked,Billing Hold,I can't log in. It says my password is wrong but I just reset it.,2025-10-14
TKT-711C1D4F,USR-00169,Basic,False,Chat,In Progress,Frustrated,Account Access,Permissions Error,Admin Role,I'm getting an error when trying to add a new team member.,2025-10-31
TKT-326DD511,USR-00123,Standard,True,Email,Resolved,Frustrated,Product / Feature,Integration Issue,Third-Party App,My Square integration stopped syncing orders since the update.,2026-02-17
TKT-49B3A6A8,USR-00113,Basic,False,Email,Open,Neutral,Product / Feature,Feature Request,Custom Branding,My Square integration stopped syncing orders since the update.,2026-02-22
TKT-89DF0FFE,USR-00186,Basic,False,Phone,Open,Frustrated,Marketing / SEO,Google Listing Issue,Hours Not Updating,My ranking on Google dropped significantly this month. What happened?,2025-12-22
TKT-EB7EC375,USR-00153,Standard,True,Email,Resolved,Frustrated,Account Access,Account Locked,Suspicious Activity,The two-factor authentication code isn't being sent to my phone.,2025-12-18
TKT-F1889BED,USR-00195,Basic,False,Email,Resolved,Frustrated,Onboarding,Integration Help,Clover Integration,Can someone walk me through how to set up my first email campaign?,2025-12-20
TKT-F6AD7160,USR-00009,Standard,False,Phone,Open,Frustrated,Product / Feature,Integration Issue,Payment Gateway,The reporting dashboard isn't loading for me at all.,2025-11-26
TKT-BE73210E,USR-00074,Standard,False,Email,Escalated,Frustrated,Product / Feature,Feature Request,Custom Branding,"Everything is really slow today, pages take forever to load.",2025-12-23
TKT-E390CDC4,USR-00053,Basic,False,Email,Escalated,Frustrated,Product / Feature,Feature Request,Multi-Location,I'm not receiving any notifications when new orders come in.,2025-11-14
TKT-F02AC03B,USR-00136,Standard,False,Email,In Progress,Frustrated,Marketing / SEO,Website Not Updating,Content Change,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-12-11
TKT-F7BEBE8F,USR-00155,Standard,False,Chat,Resolved,Angry,Account Access,Login Issue,2FA Problem,My staff member can't access the dashboard even though I invited them.,2025-09-29
TKT-66931F59,USR-00106,Standard,False,Chat,Resolved,Frustrated,Billing,Duplicate Charge,Subscription Upgrade Flow,I was charged twice this month and need a refund right away.,2025-11-20
TKT-0E277BFC,USR-00009,Standard,False,Email,Resolved,Neutral,Product / Feature,Feature Request,Multi-Location,My Square integration stopped syncing orders since the update.,2025-12-09
TKT-1A47A9F5,USR-00050,Standard,False,Chat,Resolved,Neutral,Billing,Invoice Question,Tax Documentation,I signed up for the annual plan but I'm still being billed monthly.,2026-01-10
TKT-9A92AA60,USR-00001,Standard,True,Email,Resolved,Frustrated,Onboarding,Go-Live Issue,Site Not Published,My site still isn't published after completing setup. What's missing?,2026-01-28
TKT-846CFD72,USR-00141,Standard,True,Phone,In Progress,Frustrated,Billing,Failed Payment,Credit Card Expired,Can you send me an invoice for my records? I can't find it in the portal.,2026-02-08
TKT-E5E455B7,USR-00081,Premium,False,Email,Escalated,Neutral,Online Ordering,Menu Not Updating,Price Sync,A customer said they placed an order but I never received it in my POS.,2026-02-09
TKT-C588A142,USR-00108,Standard,True,Chat,Resolved,Frustrated,Billing,Invoice Question,Tax Documentation,My payment failed again even though I updated my card.,2025-10-14
TKT-002B2EAD,USR-00159,Standard,False,Phone,In Progress,Angry,Billing,Invoice Question,Tax Documentation,My payment failed again even though I updated my card.,2025-10-22
TKT-2ECACE9A,USR-00190,Basic,False,Email,In Progress,Frustrated,Billing,Invoice Question,Annual Billing,There's an unexpected charge on my account from last week.,2025-12-25
TKT-D5805FA8,USR-00007,Basic,True,Email,Escalated,Frustrated,Online Ordering,Order Not Received,POS Sync,Ordering just stopped working on my site with no warning.,2025-09-14
TKT-7C8F9ECD,USR-00111,Basic,False,Email,Resolved,Angry,Online Ordering,Ordering Disabled,Setup Incomplete,Ordering just stopped working on my site with no warning.,2025-10-21
TKT-27517694,USR-00036,Basic,False,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Integration Error,I updated my menu yesterday but the changes aren't showing up on my site.,2026-02-03
TKT-7CF707BF,USR-00021,Basic,False,Chat,In Progress,Neutral,Product / Feature,Performance Issue,Slow Load Time,My Square integration stopped syncing orders since the update.,2025-11-22
TKT-EDF4C50C,USR-00159,Standard,False,Chat,Resolved,Positive,Product / Feature,Feature Not Working,Dashboard,I'm not receiving any notifications when new orders come in.,2026-02-02
TKT-A24D6D5C,USR-00081,Premium,False,Phone,Resolved,Frustrated,Product / Feature,Integration Issue,Payment Gateway,The reporting dashboard isn't loading for me at all.,2026-02-03
TKT-07794946,USR-00181,Premium,False,Email,Resolved,Angry,Online Ordering,Order Not Received,Third-Party Integration,I updated my menu yesterday but the changes aren't showing up on my site.,2025-12-16
TKT-D78DB13B,USR-00200,Standard,False,Phone,Resolved,Frustrated,Onboarding,Setup Confusion,POS Connection,I'm trying to connect my POS but I keep getting an error during setup.,2025-10-26
TKT-C86497C4,USR-00022,Standard,True,Phone,Resolved,Angry,Billing,Refund Request,Trial Extension,There's an unexpected charge on my account from last week.,2025-12-11
TKT-E824971E,USR-00052,Standard,True,Email,Resolved,Neutral,Onboarding,Training Request,Campaign Setup,How do I import my existing menu? I can't figure out the format.,2025-09-29
TKT-DA838AF8,USR-00118,Premium,False,Chat,In Progress,Angry,Online Ordering,Order Not Received,Third-Party Integration,Ordering just stopped working on my site with no warning.,2025-09-14
TKT-58658C69,USR-00050,Standard,False,Chat,In Progress,Angry,Billing,Failed Payment,Insufficient Funds,My payment failed again even though I updated my card.,2026-02-07
TKT-8236A474,USR-00171,Premium,True,Email,Resolved,Neutral,Onboarding,Integration Help,Toast Integration,I need help getting my custom domain pointed to my Owner site.,2025-12-08
TKT-B28AF879,USR-00112,Standard,False,Chat,Resolved,Frustrated,Billing,Duplicate Charge,Payment Method Update,My payment failed again even though I updated my card.,2025-11-29
TKT-6BEC0744,USR-00173,Basic,False,Phone,Open,Neutral,Account Access,Account Setup,Profile Incomplete,My staff member can't access the dashboard even though I invited them.,2026-03-07
TKT-D880E033,USR-00198,Standard,True,Chat,Resolved,Angry,Online Ordering,Page Not Loading,Checkout Flow,The checkout page keeps throwing an error on mobile devices.,2025-11-12
TKT-BA5DA753,USR-00033,Basic,True,Chat,Escalated,Frustrated,Product / Feature,Performance Issue,Slow Load Time,I'm not receiving any notifications when new orders come in.,2025-11-09
TKT-79384607,USR-00025,Basic,False,Phone,Resolved,Angry,Marketing / SEO,SEO Performance,Review Response,My ranking on Google dropped significantly this month. What happened?,2025-10-18
TKT-B261DA69,USR-00078,Basic,False,Phone,Resolved,Frustrated,Online Ordering,Menu Not Updating,Price Sync,I updated my menu yesterday but the changes aren't showing up on my site.,2025-09-11
TKT-E116D22F,USR-00076,Standard,True,Chat,Resolved,Angry,Online Ordering,Ordering Disabled,Account Suspension,"My online ordering page is completely broken, customers can't place orders.",2026-01-21
TKT-EB77A6CE,USR-00147,Basic,True,Email,In Progress,Angry,Account Access,Account Setup,Profile Incomplete,The two-factor authentication code isn't being sent to my phone.,2025-12-12
TKT-88105359,USR-00192,Basic,False,Chat,Open,Angry,Billing,Duplicate Charge,Subscription Upgrade Flow,There's an unexpected charge on my account from last week.,2025-09-13
TKT-CA9054F9,USR-00193,Premium,False,Phone,Resolved,Frustrated,Billing,Refund Request,Cancellation Refund,There's an unexpected charge on my account from last week.,2026-01-02
TKT-9E8EE8EB,USR-00071,Standard,False,Phone,Resolved,Angry,Product / Feature,Integration Issue,Third-Party App,"Everything is really slow today, pages take forever to load.",2026-02-07
TKT-5B449828,USR-00016,Basic,False,Chat,Resolved,Frustrated,Account Access,Account Locked,Too Many Attempts,I can't log in. It says my password is wrong but I just reset it.,2025-12-19
TKT-0D7052DF,USR-00034,Standard,False,Email,Resolved,Frustrated,Account Access,Permissions Error,Read-Only Mode,My staff member can't access the dashboard even though I invited them.,2026-02-14
TKT-9995AE28,USR-00118,Premium,False,Phone,Resolved,Angry,Marketing / SEO,Website Not Updating,Content Change,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-10-15
TKT-C425FA6C,USR-00008,Basic,False,Chat,Open,Neutral,Product / Feature,Integration Issue,POS Integration,I've been asking for multi-location support for months. Any update?,2025-10-19
TKT-55C7D082,USR-00154,Basic,True,Email,In Progress,Positive,Billing,Failed Payment,Bank Decline,There's an unexpected charge on my account from last week.,2025-09-29
TKT-19DC44A7,USR-00060,Basic,True,Phone,Resolved,Frustrated,Marketing / SEO,Google Listing Issue,Hours Not Updating,My business hours on Google are still showing the old times.,2025-11-30
TKT-BD817834,USR-00019,Basic,True,Email,Resolved,Neutral,Online Ordering,Ordering Disabled,Account Suspension,Ordering just stopped working on my site with no warning.,2025-11-11
TKT-23DCCF9B,USR-00172,Premium,False,Phone,Resolved,Neutral,Marketing / SEO,Campaign Not Running,Email Campaign,My business hours on Google are still showing the old times.,2025-11-07
TKT-2F6881A1,USR-00137,Basic,True,Phone,In Progress,Neutral,Onboarding,Setup Confusion,Domain Setup,My site still isn't published after completing setup. What's missing?,2025-09-11
TKT-8414A2CE,USR-00082,Basic,False,Email,Resolved,Neutral,Billing,Failed Payment,Credit Card Expired,I was charged twice this month and need a refund right away.,2025-09-18
TKT-862F3CB0,USR-00037,Premium,False,Phone,In Progress,Neutral,Product / Feature,Feature Request,Multi-Location,The reporting dashboard isn't loading for me at all.,2026-02-12
TKT-E5F99058,USR-00048,Premium,False,Chat,In Progress,Frustrated,Online Ordering,Ordering Disabled,Setup Incomplete,The checkout page keeps throwing an error on mobile devices.,2025-12-16
TKT-3FC6B6B6,USR-00170,Premium,False,Phone,Resolved,Angry,Online Ordering,Menu Not Updating,Price Sync,The checkout page keeps throwing an error on mobile devices.,2025-09-11
TKT-4AC422B0,USR-00072,Premium,True,Phone,Resolved,Frustrated,Account Access,Account Locked,Billing Hold,My account got locked and I don't know why.,2025-10-16
TKT-36BDB5F2,USR-00060,Basic,True,Phone,Resolved,Frustrated,Account Access,Account Locked,Too Many Attempts,The two-factor authentication code isn't being sent to my phone.,2025-10-26
TKT-D64B8C56,USR-00166,Basic,False,Chat,Resolved,Frustrated,Product / Feature,Feature Request,Custom Branding,I've been asking for multi-location support for months. Any update?,2025-10-03
TKT-41B27236,USR-00078,Basic,False,Email,Resolved,Neutral,Onboarding,Integration Help,Square Integration,I'm trying to connect my POS but I keep getting an error during setup.,2025-11-01
TKT-C4E3D35D,USR-00198,Standard,True,Chat,Resolved,Frustrated,Online Ordering,Ordering Disabled,Setup Incomplete,"My online ordering page is completely broken, customers can't place orders.",2025-11-29
TKT-05C111B6,USR-00154,Basic,True,Chat,Resolved,Frustrated,Onboarding,Training Request,Dashboard Walkthrough,Can someone walk me through how to set up my first email campaign?,2025-10-30
TKT-AE9D41D7,USR-00044,Premium,True,Email,Resolved,Neutral,Account Access,Account Locked,Too Many Attempts,My staff member can't access the dashboard even though I invited them.,2025-10-26
TKT-34EAE10C,USR-00006,Standard,False,Chat,Resolved,Neutral,Billing,Refund Request,Overcharge Refund,I was charged twice this month and need a refund right away.,2025-12-21
TKT-AAC9C615,USR-00108,Standard,True,Email,In Progress,Angry,Online Ordering,Order Not Received,POS Sync,"My online ordering page is completely broken, customers can't place orders.",2025-11-20
TKT-51322C55,USR-00151,Basic,False,Phone,In Progress,Angry,Billing,Invoice Question,Annual Billing,I signed up for the annual plan but I'm still being billed monthly.,2025-10-19
TKT-A7EFDC28,USR-00133,Standard,False,Phone,Resolved,Frustrated,Marketing / SEO,SEO Performance,Review Response,My Google listing is showing the wrong address. I need this fixed ASAP.,2025-10-02
TKT-DF87BCFF,USR-00108,Standard,True,Phone,Open,Neutral,Billing,Refund Request,Trial Extension,My payment failed again even though I updated my card.,2026-03-07
TKT-66AF98D7,USR-00050,Standard,False,Chat,Escalated,Positive,Account Access,Account Setup,Timezone Setting,My account got locked and I don't know why.,2026-02-23
TKT-41A1A938,USR-00114,Premium,True,Chat,Resolved,Angry,Billing,Invoice Question,Monthly Summary,My payment failed again even though I updated my card.,2025-11-28
TKT-F17831AA,USR-00119,Basic,False,Email,Resolved,Angry,Onboarding,Setup Confusion,POS Connection,How do I import my existing menu? I can't figure out the format.,2026-02-15
TKT-E3BD3D61,USR-00156,Standard,False,Phone,In Progress,Neutral,Billing,Duplicate Charge,Payment Method Update,There's an unexpected charge on my account from last week.,2026-02-15
TKT-83EC0BA6,USR-00172,Premium,False,Chat,In Progress,Neutral,Marketing / SEO,SEO Performance,Keyword Targeting,My ranking on Google dropped significantly this month. What happened?,2025-11-09
TKT-ED92FB63,USR-00091,Premium,False,Chat,In Progress,Neutral,Account Access,Permissions Error,Read-Only Mode,I'm getting an error when trying to add a new team member.,2025-11-03
TKT-3F4DD5C4,USR-00178,Standard,False,Chat,In Progress,Angry,Account Access,Login Issue,2FA Problem,I'm getting an error when trying to add a new team member.,2025-11-19
TKT-D4EE8391,USR-00062,Standard,False,Email,Resolved,Frustrated,Onboarding,Go-Live Issue,Site Not Published,My site still isn't published after completing setup. What's missing?,2025-12-17
TKT-F29117CB,USR-00092,Basic,False,Phone,In Progress,Neutral,Product / Feature,Performance Issue,Slow Load Time,I'm not receiving any notifications when new orders come in.,2025-10-20
TKT-9D7AB08B,USR-00087,Basic,False,Phone,Resolved,Angry,Billing,Failed Payment,Credit Card Expired,I signed up for the annual plan but I'm still being billed monthly.,2025-10-16
TKT-0C097406,USR-00026,Standard,True,Chat,In Progress,Neutral,Account Access,Account Locked,Too Many Attempts,My staff member can't access the dashboard even though I invited them.,2026-03-06
TKT-8AF6DFA2,USR-00130,Basic,False,Chat,In Progress,Angry,Onboarding,Training Request,Reporting Tutorial,My site still isn't published after completing setup. What's missing?,2025-11-10
TKT-7154B0C5,USR-00083,Standard,False,Email,Resolved,Neutral,Onboarding,Go-Live Issue,Ordering Not Active,I need help getting my custom domain pointed to my Owner site.,2025-11-08
TKT-D0116BF1,USR-00095,Basic,False,Phone,In Progress,Neutral,Onboarding,Integration Help,Clover Integration,I need help getting my custom domain pointed to my Owner site.,2025-10-17
TKT-DB82C7F8,USR-00061,Premium,True,Phone,Resolved,Neutral,Marketing / SEO,Google Listing Issue,Address Incorrect,My Google listing is showing the wrong address. I need this fixed ASAP.,2026-02-11
TKT-F6696E7D,USR-00054,Premium,False,Phone,Resolved,Positive,Onboarding,Training Request,Dashboard Walkthrough,How do I import my existing menu? I can't figure out the format.,2026-01-04
TKT-1F11C706,USR-00006,Standard,False,Phone,Escalated,Angry,Account Access,Permissions Error,Staff Access,My account got locked and I don't know why.,2025-10-25
TKT-72B6D597,USR-00129,Standard,True,Phone,Resolved,Angry,Billing,Duplicate Charge,Payment Method Update,My payment failed again even though I updated my card.,2026-01-11
TKT-3017208B,USR-00045,Basic,True,Phone,Resolved,Angry,Billing,Failed Payment,Insufficient Funds,There's an unexpected charge on my account from last week.,2025-12-02
TKT-D4A4CC38,USR-00024,Standard,False,Email,Resolved,Neutral,Product / Feature,Integration Issue,Payment Gateway,I'm not receiving any notifications when new orders come in.,2026-02-15
TKT-556D9AB0,USR-00182,Basic,False,Email,In Progress,Neutral,Onboarding,Integration Help,Square Integration,My site still isn't published after completing setup. What's missing?,2026-02-27
TKT-09060C1C,USR-00179,Basic,True,Phone,Resolved,Frustrated,Online Ordering,Menu Not Updating,Price Sync,"My online ordering page is completely broken, customers can't place orders.",2025-09-11
TKT-C8E789E4,USR-00121,Premium,True,Chat,Resolved,Angry,Billing,Duplicate Charge,Payment Method Update,My payment failed again even though I updated my card.,2025-10-22
TKT-9FA97B81,USR-00140,Premium,False,Chat,Escalated,Positive,Marketing / SEO,Campaign Not Running,SMS Campaign,My website hasn't updated since I made changes two days ago.,2025-09-14
TKT-BD0ADA7D,USR-00191,Basic,True,Email,In Progress,Angry,Account Access,Permissions Error,Admin Role,I can't log in. It says my password is wrong but I just reset it.,2025-12-04
TKT-91160510,USR-00121,Premium,True,Chat,Resolved,Frustrated,Online Ordering,Page Not Loading,Menu Display,"My online ordering page is completely broken, customers can't place orders.",2025-09-30
TKT-EDB164DA,USR-00053,Basic,False,Chat,Resolved,Frustrated,Billing,Duplicate Charge,Promo Code Applied,There's an unexpected charge on my account from last week.,2026-02-27
TKT-E18BC355,USR-00105,Basic,False,Phone,Resolved,Frustrated,Account Access,Permissions Error,Admin Role,My account got locked and I don't know why.,2025-11-24
TKT-912D38E4,USR-00194,Basic,True,Chat,Resolved,Frustrated,Billing,Failed Payment,Bank Decline,Can you send me an invoice for my records? I can't find it in the portal.,2026-03-05
TKT-8C57F5C7,USR-00036,Basic,False,Phone,In Progress,Angry,Billing,Refund Request,Overcharge Refund,Can you send me an invoice for my records? I can't find it in the portal.,2026-03-09
TKT-729E3206,USR-00004,Basic,False,Phone,Resolved,Frustrated,Online Ordering,Order Not Received,Third-Party Integration,The checkout page keeps throwing an error on mobile devices.,2026-01-01
TKT-90B2EE09,USR-00156,Standard,False,Phone,Open,Frustrated,Onboarding,Setup Confusion,Menu Import,I'm trying to connect my POS but I keep getting an error during setup.,2025-10-11
TKT-1B3DB7F4,USR-00186,Basic,False,Email,Resolved,Neutral,Billing,Failed Payment,Bank Decline,I was charged twice this month and need a refund right away.,2026-01-20
TKT-0EC73E7B,USR-00051,Standard,False,Chat,In Progress,Frustrated,Account Access,Account Setup,Timezone Setting,I'm getting an error when trying to add a new team member.,2025-11-26
TKT-FE1738BC,USR-00103,Standard,True,Phone,Resolved,Frustrated,Online Ordering,Ordering Disabled,Account Suspension,I updated my menu yesterday but the changes aren't showing up on my site.,2026-03-07
TKT-2ED1886B,USR-00111,Basic,False,Phone,In Progress,Positive,Online Ordering,Menu Not Updating,Item Availability,The checkout page keeps throwing an error on mobile devices.,2025-09-13
TKT-084EE80C,USR-00086,Premium,False,Phone,Resolved,Frustrated,Billing,Duplicate Charge,Promo Code Applied,My payment failed again even though I updated my card.,2025-12-09
TKT-BEC9C226,USR-00197,Standard,False,Email,Resolved,Neutral,Account Access,Permissions Error,Read-Only Mode,My staff member can't access the dashboard even though I invited them.,2025-09-14
TKT-0B5FBE73,USR-00081,Premium,False,Phone,Resolved,Angry,Billing,Duplicate Charge,Payment Method Update,I signed up for the annual plan but I'm still being billed monthly.,2025-12-02
TKT-49071E9A,USR-00129,Standard,True,Chat,Resolved,Neutral,Marketing / SEO,Campaign Not Running,Ad Integration,The email campaign I scheduled yesterday never went out.,2025-12-10
TKT-8F61957E,USR-00010,Basic,False,Chat,In Progress,Frustrated,Marketing / SEO,Campaign Not Running,Ad Integration,My business hours on Google are still showing the old times.,2025-12-24
TKT-9D399D47,USR-00113,Basic,False,Email,Open,Neutral,Account Access,Login Issue,2FA Problem,My account got locked and I don't know why.,2025-11-26
TKT-A2C38E77,USR-00147,Basic,True,Phone,Open,Frustrated,Onboarding,Setup Confusion,Domain Setup,My site still isn't published after completing setup. What's missing?,2025-11-02
